ticket_id,user_input_text,category,priority,user_name,device,application,system,error_message,department,annotated_for_ner,cleaned_input
T3308,Application crashes when opening,Other / General Support,High,None,None,None,None,None,Operations,no,application crashes when opening
T3309,Email delivery delayed,Software Issue,High,None,None,None,None,None,Finance,no,email delivery delayed
T3310,Unable to login due to access denied,Network Issue,Medium,None,None,None,None,None,Admin,no,unable to login due to access denied
T3311,Application crashes when opening,Access / Authentication Issue,High,None,None,None,None,None,Sales,no,application crashes when opening
T3312,Software installation failing with error,Other / General Support,Low,None,None,None,None,None,Admin,no,software installation failing with error
T3313,Unable to login due to access denied,Other / General Support,Medium,None,None,None,None,None,Sales,no,unable to login due to access denied
T3314,Amit reports: Internet is very slow today in VPN on SRV-41,Hardware Issue,Low,Amit,monitor,VPN,SRV-41,None,IT,yes,amit reports internet is very slow today in vpn on srv-41
T3315,LAN connection not working,Hardware Issue,Medium,None,None,None,None,None,HR,no,lan connection not working
T3316,Application crashes when opening,Access / Authentication Issue,Low,None,None,None,None,None,HR,no,application crashes when opening
T3317,Email delivery delayed,Access / Authentication Issue,Low,None,None,None,None,None,Finance,no,email delivery delayed
T3318,Mouse not detected after system restart,Network Issue,High,None,None,None,None,None,HR,no,mouse not detected after system restart
T3319,Mouse not detected after system restart,Software Issue,Low,None,None,None,None,None,Operations,no,mouse not detected after system restart
T3320,LAN connection not working,Network Issue,Medium,None,None,None,None,None,HR,no,lan connection not working
T3321,Internet is very slow today,Access / Authentication Issue,High,None,None,None,None,None,Admin,no,internet is very slow today
T3322,Keyboard keys not responding properly,Access / Authentication Issue,High,None,None,None,None,None,Sales,no,keyboard keys not responding properly
T3323,Vikram reports: Software installation failing with error in Chrome,Email / Communication Issue,Medium,Vikram,system,Chrome,None,None,IT,yes,vikram reports software installation failing with error in chrome
T3324,Keyboard keys not responding properly,Other / General Support,Medium,None,None,None,None,None,HR,no,keyboard keys not responding properly
T3325,Internet is very slow today,Software Issue,Medium,None,None,None,None,None,Finance,no,internet is very slow today
T3326,Application crashes when opening,Network Issue,Low,None,None,None,None,None,HR,no,application crashes when opening
T3327,Software installation failing with error,Network Issue,Low,None,None,None,None,None,IT,no,software installation failing with error
T3328,Mouse not detected after system restart showing access denied,Hardware Issue,High,None,None,None,None,access denied,HR,yes,mouse not detected after system restart showing access denied
T3329,LAN connection not working,Software Issue,Medium,None,None,None,None,None,Admin,no,lan connection not working
T3330,Keyboard keys not responding properly,Other / General Support,High,None,None,None,None,None,IT,no,keyboard keys not responding properly
T3331,Neha reports: VPN not connecting from home in Outlook showing login failed,Hardware Issue,Low,Neha,None,Outlook,None,login failed,IT,yes,neha reports vpn not connecting from home in outlook showing login failed
T3332,Application crashes when opening,Access / Authentication Issue,High,None,None,None,None,None,IT,no,application crashes when opening
T3333,VPN not connecting from home,Software Issue,Medium,None,None,None,None,None,Sales,no,vpn not connecting from home
T3334,Software installation failing with error,Other / General Support,Low,None,None,None,None,None,IT,no,software installation failing with error
T3335,Anita reports: Outlook not syncing emails on SRV-44 showing connection timeout,Hardware Issue,Low,Anita,None,None,SRV-44,connection timeout,Sales,yes,anita reports outlook not syncing emails on srv-44 showing connection timeout
T3336,Software installation failing with error,Access / Authentication Issue,High,None,None,None,None,None,Operations,no,software installation failing with error
T3337,Application crashes when opening,Software Issue,Medium,None,None,None,None,None,IT,no,application crashes when opening
T3338,Outlook not syncing emails,Other / General Support,Low,None,None,None,None,None,Admin,no,outlook not syncing emails
T3339,Keyboard keys not responding properly in SAP showing application crash,Access / Authentication Issue,Low,None,mouse,SAP,None,application crash,Finance,yes,keyboard keys not responding properly in sap showing application crash
T3340,Software installation failing with error,Other / General Support,High,None,None,None,None,None,Admin,no,software installation failing with error
T3341,Email delivery delayed,Network Issue,High,None,None,None,None,None,Sales,no,email delivery delayed
T3342,Sneha reports: VPN not connecting from home in InternalTool,Email / Communication Issue,Low,Sneha,None,InternalTool,None,None,HR,yes,sneha reports vpn not connecting from home in internaltool
T3343,Email delivery delayed,Software Issue,High,None,None,None,None,None,Sales,no,email delivery delayed
T3344,Software installation failing with error,Network Issue,Low,None,None,None,None,None,Admin,no,software installation failing with error
T3345,VPN not connecting from home,Hardware Issue,Low,None,None,None,None,None,Admin,no,vpn not connecting from home
T3346,Internet is very slow today,Email / Communication Issue,Medium,None,None,None,None,None,Sales,no,internet is very slow today
T3347,VPN not connecting from home,Software Issue,Low,None,None,None,None,None,Sales,no,vpn not connecting from home
T3348,Application crashes when opening,Network Issue,Low,None,None,None,None,None,Finance,no,application crashes when opening
T3349,Keyboard keys not responding properly,Hardware Issue,Low,None,None,None,None,None,HR,no,keyboard keys not responding properly
T3350,Mouse not detected after system restart,Other / General Support,High,None,None,None,None,None,Admin,no,mouse not detected after system restart
T3351,Internet is very slow today in Outlook showing 404 error,Software Issue,Medium,None,None,Outlook,None,404 error,Operations,yes,internet is very slow today in outlook showing 404 error
T3352,Internet is very slow today,Other / General Support,Medium,None,None,None,None,None,Admin,no,internet is very slow today
T3353,Sneha reports: Application crashes when opening in SAP on SRV-22 showing access denied,Software Issue,Low,Sneha,None,SAP,SRV-22,access denied,HR,yes,sneha reports application crashes when opening in sap on srv-22 showing access denied
T3354,Outlook not syncing emails,Network Issue,High,None,None,None,None,None,Sales,no,outlook not syncing emails
T3355,Email delivery delayed,Access / Authentication Issue,Medium,None,None,None,None,None,Admin,no,email delivery delayed
T3356,Priya reports: Internet is very slow today,Email / Communication Issue,Medium,Priya,None,None,None,None,Finance,yes,priya reports internet is very slow today
T3357,Vikram reports: Email delivery delayed in InternalTool showing access denied,Network Issue,High,Vikram,desktop,InternalTool,None,access denied,Sales,yes,vikram reports email delivery delayed in internaltool showing access denied
T3358,Mouse not detected after system restart,Hardware Issue,Low,None,None,None,None,None,Sales,no,mouse not detected after system restart
T3359,VPN not connecting from home,Access / Authentication Issue,High,None,None,None,None,None,Admin,no,vpn not connecting from home
T3360,LAN connection not working,Other / General Support,Low,None,None,None,None,None,IT,no,lan connection not working
T3361,Neha reports: Mouse not detected after system restart in Chrome on SRV-43 showing connection timeout,Access / Authentication Issue,Medium,Neha,system,Chrome,SRV-43,connection timeout,HR,yes,neha reports mouse not detected after system restart in chrome on srv-43 showing connection timeout
T3362,LAN connection not working,Access / Authentication Issue,Low,None,None,None,None,None,Finance,no,lan connection not working
T3363,Internet is very slow today,Hardware Issue,Low,None,None,None,None,None,Admin,no,internet is very slow today
T3364,Internet is very slow today,Access / Authentication Issue,Low,None,None,None,None,None,IT,no,internet is very slow today
T3365,Mouse not detected after system restart,Access / Authentication Issue,Low,None,None,None,None,None,Operations,no,mouse not detected after system restart
T3366,Mouse not detected after system restart,Access / Authentication Issue,High,None,None,None,None,None,Finance,no,mouse not detected after system restart
T3367,Anita reports: Internet is very slow today showing access denied,Software Issue,Medium,Anita,None,None,None,access denied,HR,yes,anita reports internet is very slow today showing access denied
